นิวยอร์ก	new-yɔ̂ɔk
แห้งแล้ง	hɛ̂ng-lɛ́ɛng
แห้งขอด	hɛ̂ng-khɔ̀ɔt
แห่งหน	hɛ̀ng-hǒn
แห้งเหี่ยว	hɛ̂ng-hìaw
แห้งเหือด	hɛ̂ng-hʉ̀at
แห่งใด	hɛ̀ng-day
แห้ง	hɛ̂ng
แห่ง	hɛ̀ng
เฮง	heng
เห็นด้วย	hěn-dûay
เห็นดีเห็นงาม	hěn-dii-hěn-ngaam
เห็นดีเห็นชอบ	hěn-dii-hěn-chɔ̂ɔp
เห็นดี	hěn-dii
เห็นดำเห็นแดง	hěn-dam-hěn-dɛɛng
เห็นได้ชัด	hěn-dâay-chát
เห็นจริง	hěn-cing
เห็นชอบ	hěn-chɔ̂ɔp
เห็นชัด	hěn-chát
เห็นใจ	hěn-cay
เห็น	hěn
แฮมเบอร์เกอร์	hɛm-bəə-kə̂ə
แฮม	hɛm
เฮกตาร์	hék-tâa
เฮ้ย	hə́əy
เหว	hěew
เหตุสุดวิสัย	hèet-sùt-wí-sǎy
เหตุไร	hèet-ray
เหตุร้าย	hèet-ráay
เหตุผล	hèet-phǒn
เหตุนี้	hèet-níi
เหตุขัดข้อง	hèet-khàt-khɔ̂ng
เหตุการณ์ในอดีต	hèet-kaan-nay-a-dìit
เหตุการณ์	hèet-kaan
เหตุใด	hèet-day
เหตุจูงใจ	hèet-cuung-cay
เหตุฉุกเฉิน	hèet-chùk-chə̌ən
เหตุฉะนี้	hèet-chà-níi
เหตุไฉน	hèet-cha-nǎy
เหตุบังเอิญ	hèet-bang-əən
เฮชไอวี	hêet-ay-wii
เฮิรตซ์	hə́ət
เหตุ	hèet
เฮโรอิน	hee-roo-in
เฮโรอีน	hee-roo-iin
เหรัญญิก	hěe-ran-yík
เห่เรือ	hèe-rʉa
แฮฟเนียม	hɛɛp-nîam
แหบแห้ง	hɛ̀ɛp-hɛ̂ng
แหบ	hɛ̀ɛp
เหินห่าง	hə̌ən-hàang
แฮนด์บอล	hɛɛn-bɔn
เหิน	hə̌ən
แฮนด์	hɛɛn
เฮโมโกลบิน	hee-moo-kloo-bin
เหิมเกริม	hə̌əm-km
เหิมฮึก	hə̌əm-hʉ́k
เหิมหาญ	hə̌əm-hǎan
เหมันต์	hěe-man
เหิม	hə̌əm
เฮโล	hee-loo
เฮลิคอปเตอร์	hee-lí-khɔ́p-tə̂ə
เหลาะแหละ	hěe-lɛ̀
เฮกโตเมตร	hêek-too-méet
เฮกโตลิตร	hêek-too-lít
เฮกโตกรัม	hêek-too-kram
แหกตา	hɛ̀ɛk-taa
แหกปาก	hɛ̀ɛk-pàak
แฮ่กึ๊น	hɛ̂ɛ-kʉ́n
เห่กล่อม	hèe-klɔ̀m
แหกคุก	hɛ̀ɛk-khúk
แหกคอก	hɛ̀ɛk-khɔ̂ɔk
แหก	hɛ̀ɛk
แห่ห้อม	hɛ̀ɛ-hɔ̂ɔm
แห่แหน	hɛ̀ɛ-hɛ̌ɛn
เห่อเหิม	hə̀ə-hə̌əm
เฮฮา	hee-haa
แห่	hɛ̀ɛ
เห่อ	hə̀ə
เฮ้อ	hə́ə
แห	hɛ̌ɛ
เห	hěe
เห่	hèe
เฮ้	hée
เฮ	hee
ให้ยืม	hây-yʉʉm
ให้ยา	hây-yaa
ให้ทุน	hây-thun
ให้โทษ	hây-thôot
ไฮเทค	hay-thèk
ให้ท้าย	hây-tháay
ให้ทาน	hây-thaan
ให้ท่า	hây-thâa
ให้สินบน	hây-sǐn-bon
ให้ศีลให้พร	hây-sǐin-hây-phɔɔn
ให้ศีล	hây-sǐin
ให้สัตย์	hây-sàt
ให้สัญญาณ	hây-sǎn-yaan
ให้สัญญา	hây-sǎn-yaa
ให้ร้าย	hây-ráay
ให้รางวัล	hây-raang-wan
ให้ราคา	hây-raa-khaa
ให้เปล่า	hây-plàaw
ไหปลาร้า	hǎy-plaa-ráa
ให้พร	hây-phɔɔn
ให้ผล	hây-phǒn
ให้โอกาส	hây-oo-kàat
ให้นม	hây-nom
ให้เงิน	hây-ngən
ไหหลำ	hǎy-lǎm
ให้ลาภ	hây-lâap
ไฮโกรมิเตอร์	hay-kroo-mí-tə̂ə
ให้เกียรติ	hây-kìat
ให้ความสนใจ	hây-khwaam-sǒn-cay
ให้ความสำคัญ	hây-khwaam-sǎm-khan
ให้ความร่วมมือ	hây-khwaam-rûam-mʉʉ
ให้ความเพลิดเพลิน	hây-khwaam-phlə̂ət-phləən
ให้ความเป็นธรรม	hây-khwaam-pen-tham
ให้คะแนน	hây-khá-nɛɛn
ให้คำปรึกษา	hây-kham-prʉ̀k-sǎa
ให้ข่าวสาร	hây-khàaw-sǎan
ให้ข่าว	hây-khàaw
ให้กำเนิด	hây-kam-nə̀ət
ให้กำลังใจ	hây-kam-lang-cay
ให้การเท็จ	hây-kaan-thét
ให้การ	hây-kaan
ให้เหตุผล	hây-hèet-phǒn
ไฮโดรคาร์บอน	hay-droo-khaa-bɔ̂n
ไฮดรา	hay-drâa
ให้โชค	hây-chôok
ให้เช่า	hây-châw
ให้จังหวะ	hây-cang-wà
ให้บริการ	hây-bɔɔ-rí-kaan
หยวก	ha-ya-wók
ให้อภัย	hây-a-phay
ให้อำนาจ	hây-am-nâat
ให้อาหาร	hây-aa-hǎan
ให้	hây
ไฮ้	háy
เห่าหอน	hàw-hɔ̌ɔn
เหา	hǎw
เห่า	hàw
หัดเยอรมัน	hàt-yəə-ra-man
หัตถศึกษา	hàt-tha-sʉ̀k-sǎa
หัตถศิลป์	hàt-tha-sǐn
หัตถกิจ	hàt-tha-kìt
หัตถกรรม	hàt-tha-kam
หัตถาจารย์	hàt-thǎa-caan
หัสนิยาย	hàt-sa-ní-yaay
หัสดิน	hàt-sa-din
เหือดแห้ง	hʉ̀at-hɛ̂ng
หทัย	ha-thay
เหือดหาย	hʉ̀at-hǎay
หัด	hàt
หัส	hàt
หัตถ์	hàt
เหือด	hʉ̀at
หฤทัย	ha-rʉ́-thay
หฤโหด	ha-rʉ̀-hòot
หฤหรรษ์	ha-rʉ́-hǎn
หับ	hàp
หันวับ	hǎn-wáp
หรรษา	hǎn-sǎa
หันรีหันขวาง	hǎn-rii-hǎn-khwǎang
หันไป	hǎn-pay
หันหน้า	hǎn-nâa
หันมา	hǎn-maa
ฮัลโหล	han-lǒo
หั่นแหลก	hàn-lɛ̀ɛk
หันหลัง	hǎn-lǎng
หันกลับ	hǎn-klàp
หันขวับ	hǎn-khwàp
หันเห	hǎn-hěe
ฮังเล	hang-lee
หันอากาศ	hǎn-aa-kàat
หัน	hǎn
หั่น	hàn
ห้ำหั่น	hâm-hàn
หำ	hǎm
เฮือกสุดท้าย	hʉ̂ak-sùt-tháay
หักร้างถางพง	hàk-ráang-thǎang-phong
หักร้าง	hàk-ráang
หักราคา	hàk-raa-khaa
หักออก	hàk-ɔ̀ɔk
หักอกหักใจ	hàk-òk-hàk-cay
หักอก	hàk-òk
หักหนี้	hàk-nîi
หักหน้า	hàk-nâa
หักมุม	hàk-mum
หักลบกลบหนี้	hàk-lóp-klòp-nîi
หักลบ	hàk-lóp
หักหลัง	hàk-lǎng
หักล้างถางพง	hàk-láang-thǎang-phong
หักล้าง	hàk-láang
หักคอ	hàk-khɔɔ
หักคะแนน	hàk-khá-nɛɛn
หักหัวคิว	hàk-hǔa-khiw
หักโหม	hàk-hǒom
หักเห	hàk-hěe
เฮือกๆ	hʉ̂ak-hʉ̂ak
หักหาญน้ำใจ	hàk-hǎan-náam-cay
หักหาญ	hàk-hǎan
หักห้ามใจ	hàk-hâam-cay
หักห้าม	hàk-hâam
หักใจ	hàk-cay
หักบัญชี	hàk-ban-chii
หัก	hàk
ฮัก	hák
เฮือก	hʉ̂ak
หายนะ	hǎay-yá-ná
หายวับ	hǎay-wáp
หายตัว	hǎay-tua
หายสูญ	hǎay-sǔun
หายสนิท	hǎay-sa-nìt
หายสาบสูญ	hǎay-sàap-sǔun
หายป่วย	hǎay-pùay
หายเงียบ	hǎay-ngîap
หายหน้า	hǎay-nâa
หายโกรธ	hǎay-kròot
หายขาด	hǎay-khàat
หายกัน	hǎay-kan
หายหัว	hǎay-hǔa
หายใจออก	hǎay-cay-ɔ̀ɔk
หายใจไม่ออก	hǎay-cay-mây-ɔ̀ɔk
หายใจเข้า	hǎay-cay-khâw
หายใจ	hǎay-cay
หาย	hǎay
หาวนอน	hǎaw-nɔɔn
ห้าวหาญ	hâaw-hǎan
ฮาวาย	haa-waay
หาว่า	hǎa-wâa
หาว	hǎaw
ห้าว	hâaw
ฮาร์ดแวร์	háat-wɛɛ
หาตัวจับยาก	hǎa-tua-càp-yâak
หาดทราย	hàat-saay
หาที่เปรียบมิได้	hǎa-thîi-prìap-mí-dâay
หาทาง	hǎa-thaang
ฮาร์ดดิสก์	háat-dít
หาด	hàat
หาสู่	hǎa-sùu
ห้าสิบ	hâa sìp
หาเสียง	hǎa-sǐang
หาเศษหาเลย	hǎa-sèet-hǎa-ləəy
หารู้ไม่	hǎa-rúu-mây
ฮาเร็ม	haa-rem
หาฤกษ์หายาม	hǎa-rə̂ək-hǎa-yaam
หาเรื่อง	hǎa-rʉ̂ang
หารายได้	hǎa-raay-dâay
หารือ	hǎa-rʉʉ
หาบเร่	hàap-rêe
หาประโยชน์	hǎa-prà-yòot
ฮาป่า	haa-pàa
หาบ	hàap
หารร่วมมาก	hǎan-rûam-mâak
ฮานอย	haa-nɔɔy
หาญกล้า	hǎan-klâa
ฮาห์เนียม	haa-nîam
หางว่าว	hǎang-wâaw
หางแถว	hǎang-thɛ̌w
หางเต่า	hǎang-tàw
หางเสียง	hǎang-sǐang
ห้างสรรพสินค้า	hâang-sàp-pha-sǐn-kháa
หางเสือ	hǎang-sʉ̌a
ห้างร้าน	hâang-ráan
หางปลา	hǎang-plaa
หางเปีย	hǎang-pia
หางนม	hǎang-nom
ฮ่างหลวง	hâang-lǔang
หางเลข	hǎang-lêek
หางกระรอก	hǎang-krà-rɔ̂ɔk
หางกระเบน	hǎang-krà-been
หางแกละ	hǎang-klɛ̀
ห่างไกล	hàang-klay
หางเครื่อง	hǎang-khrʉ̂ang
หางข้าว	hǎang-khâaw
ห้างหุ้นส่วนจำกัด	hâang-hûn-sùan-cam-kàt
ห้างหุ้นส่วน	hâang-hûn-sùan
ห่างเหิน	hàang-hə̌ən
ห่างเห	hàang-hěe
หาเงิน	hǎa-ngən
หางจระเข้	hǎang-cɔɔ-rá-khêe
หาง	hǎang
ห้าง	hâang
ห่าง	hàang
หาญ	hǎan
หาร	hǎan
ห่าน	hàan
ห้ามญาติ	hâam-yâat
ห้ามทัพ	hâam-tháp
ห้ามสมุทร	hâam-sa-mùt
หามรุ่งหามค่ำ	hǎam-rûng-hǎam-khâm
ห้ามปราม	hâam-praam
ห้ามล้อ	hâam-lɔ́ɔ
ห้ามเลือด	hâam-lʉ̂at
ห้ามเข้า	hâam-khâw
หามิได้	hǎa-mí-dâay
ห้ามเดินลัดสนาม	hâam-dəən-lát-sa-nǎam
ห้ามใจ	hâam-cay
หาม	hǎam
ห้าม	hâam
ห่าม	hàam
ฮาม	haam
หาเลี้ยงตัว	hǎa-líang-tua
หาเลี้ยงปากท้อง	hǎa-líang-pàak-thɔ́ɔng
หาเลี้ยงชีพ	hǎa-líang-chîip
ห้าเหลี่ยม	hâa-lìam
หากว่า	hàak-wâa
หากิน	hǎa-kin
หาความ	hǎa-khwaam
หาคู่	hǎa-khûu
หาค่ามิได้	hǎa-khâa-mí-dâay
หาก	hàak
หาเหตุ	hǎa-hèet
ฮ้าไฮ้	háa-háy
หาเช้ากินค่ำ	hǎa-cháaw-kin-khâm
หาบ่มิได้	hǎa-bɔ̀ɔ-mí-dâay
หาอาหาร	hǎa-aa-hǎan
หา	hǎa
ฮ่า	hâa
ห้า	hâa
ห่า	hàa
ฮ้า	háa
ฮา	haa
ฮ่ะ	hâ
ฮะ	há
ฮื่อ	hʉ̂ʉ
ฮื้อ	hʉ́ʉ
ฮึ	hʉ́
อื้อฮือ	ʉ̂ʉ-hʉʉ
ฟูด	fûut
ฝูงชน	fǔung-chon
ฝูงบิน	fǔung-bin
ฝูง	fǔung
ฟูมน้ำ	fuum-nám
ฟูมเลี้ยง	fuum-líang
ฟูมฟัก	fuum-fák
ฟูมฟาย	fuum-faay
ฟูม	fuum
ฟูก	fûuk
ฟูฟ่อง	fuu-fɔ̂ng
ฟู่	fûu
ฟู	fuu
ฟุดฟิด	fút-fít
ฟุตบอล	fút-bɔɔn
ฟุตบาท	fút-bàat
ฟุต	fút
ฟุ่บ	fûp
ฟุบ	fúp
ฝุ่นธุลี	fùn-thú-lii
ฝุ่นตลบ	fùn-ta-lòp
ฟุลสแก๊ป	fun-sa-kɛ́ɛp
ฝุ่นผง	fùn-phǒng
ฝุ่นละออง	fùn-lá-ɔɔng
ฟุ้งซ่าน	fúng-sâan
ฟุ้งกระจาย	fúng-krà-caay
ฟุ้งเฟ้อ	fúng-fə́ə
ฟุ้งเฟื่อง	fúng-fʉ̂ang
ฟุ้ง	fúng
ฝุ่นจับ	fùn-càp
ฝุ่น	fùn
ฟุน	fun
ฟุ่มเฟือย	fûm-fʉay
ฟุฟะ	fú-fá
ฟุ	fú
ฝืดคอ	fʉ̀ʉt-khɔɔ
ฝืดเคือง	fʉ̀ʉt-khʉang
ฝืด	fʉ̀ʉt
ฟรีสไตล์	frii-sa-tay
ฟรีบาร์	frii-baa
ฟรี	frii
แฟรนเซียม	frɛɛn-sîam
ฟรักโทส	frák-thóot
ฝอย	fɔ̌ɔy
ฟอสซิล	fɔ̂ɔt-sîn
ฟอสฟอรัส	fɔ̂ɔt-fɔɔ-rát
ฟอดแฟด	fɔ̂ɔt-fɛ̂ɛt
ฟอสเฟต	fɔ́ɔt-fèet
ฟอด	fɔ̂ɔt
ฟ้อนรำ	fɔ́ɔn-ram
ฟ้องแย้ง	fɔ́ɔng-yɛ́ɛng
ฟ้องหย่า	fɔ́ɔng-yàa
ฟ้องตัวเอง	fɔ́ɔng-tua-eeng
ฟองทะเล	fɔɔng-thá-lee
ฟองเต้าหู้	fɔɔng-tâw-hûu
ฟองสบู่	fɔɔng-sa-bùu
ฟ้องศาล	fɔ́ɔng-sǎan
ฟ้องร้อง	fɔ́ɔng-rɔ́ɔng
ฟองน้ำ	fɔɔng-nám
ฟองมัน	fɔɔng-man
ฟองไข่	fɔɔng-khày
ฟ้องคดี	fɔ́ɔng-kha-dii
ฟองกาม	fɔɔng-kaam
ฟองอากาศ	fɔɔng-aa-kàat
ฟ้อง	fɔ́ɔng
ฟอง	fɔɔng
ฟอนเฟะ	fɔɔn-fé
ฟ้อน	fɔ́ɔn
ฟอน	fɔɔn
ฟอร์มาลิน	fɔɔ-maa-lin
ฟอร์มาลดีไฮด์	fɔɔ-maa-dii-hay
ฟอร์ม	fɔɔm
โฟม	foom
โฟล์คซอง	fóok-sɔɔng
ฟอกสี	fɔ̂ɔk-sǐi
ฟอกซัก	fɔ̂ɔk-sák
ฟอกสบู่	fɔ̂ɔk-sa-bùu
ฟอกพยาน	fɔ̂ɔk-pha-yaan
ฟอกผ้า	fɔ̂ɔk-phâa
ฟอกเงิน	fɔ̂ɔk-ngən
ฟอกหนัง	fɔ̂ɔk-nǎng
ฟอกโลหิต	fɔ̂ɔk-loo-hìt
ฟอกขาว	fɔ̂ɔk-khǎaw
โฟกัส	foo-kát
ฟอก	fɔ̂ɔk
ฝ่อ	fɔ̀ɔ
ฟ้อ	fɔ́ɔ
ฟ่อ	fɔ̂ɔ
ฝนตก	fǒn-tòk
ฝนเทียม	fǒn-thiam
ฝนปรอย	fǒn-prɔɔy
ฝนหลวง	fǒn-lǔang
ฝนลงเม็ด	fǒn-long-mét
ฝนแล้ง	fǒn-lɛ́ɛng
ฝนกรด	fǒn-kròt
ฟ่องฟู	fɔ̂ng-fuu
ฟ่อง	fɔ̂ng
ฝนฟ้า	fǒn-fáa
ฝนดาวตก	fǒn-daaw-tòk
ฝนชะลาน	fǒn-chá-laan
ฝนชะช่อมะม่วง	fǒn-chá-chɔ̂ɔ-má-mûang
ฟ่อน	fɔ̂n
ฝน	fǒn
ฟกช้ำดำเขียว	fók-chám-dam-khǐaw
ฟกช้ำ	fók-chám
ฟก	fók
ฝืนยิ้ม	fʉ̌ʉn-yím
ฟื้นตัว	fʉ́ʉn-tua
ฝืนทน	fʉ̌ʉn-thon
ฝืนธรรมชาติ	fʉ̌ʉn-tham-ma-châat
ฝืนกฎหมาย	fʉ̌ʉn-kòt-mǎay
ฟื้นความหลัง	fʉ́ʉn-khwaam-lǎng
ฟื้นความจำ	fʉ́ʉn-khwaam-cam
ฟื้นคืนชีพ	fʉ́ʉn-khʉʉn-chîip
ฟื้นฟูสภาพ	fʉ́ʉn-fuu-sa-phâap
ฟื้นฟู	fʉ́ʉn-fuu
ฟื้นฝอยหาตะเข็บ	fʉ́ʉn-fɔ̌ɔy-hǎa-tà-khèp
ฟื้นฝอย	fʉ́ʉn-fɔ̌ɔy
ฝืนใจ	fʉ̌ʉn-cay
ฟื้น	fʉ́ʉn
ฟืน	fʉʉn
ฝืน	fʉ̌ʉn
ฟลูออรีน	fluu-ɔɔ-riin
ฟลูออเรสเซนซ์	fluu-ɔɔ-réet-séen
ฟลูออไรด์	fluu-ɔɔ-ray
แฟลต	flɛ̂t
แฟลกซ์	flɛ̀k
ฝึกสอน	fʉ̀k-sɔ̌ɔn
ฝึกซ้อม	fʉ̀k-sɔ́ɔm
ฝึกสมอง	fʉ̀k-sa-mɔ̌ɔng
ฝึกปรือ	fʉ̀k-prʉʉ
ฝึกอบรม	fʉ̀k-òp-rom
ฝึกนิสัย	fʉ̀k-ní-sǎy
ฝึกงาน	fʉ̀k-ngaan
ฝึกหัด	fʉ̀k-hàt
ฝึกฝน	fʉ̀k-fǒn
ฝึก	fʉ̀k
ฟิวส์	fiw
ฟิด	fít
ฟิสิกส์	fí-sìk
ฟินแลนด์	fin-lɛɛn
ฝิ่น	fìn
ฟิล์มถ่ายรูป	fim-thàay-rûup
ฟิล์ม	fim
ฟิลิปปินส์	fí-líp-pin
ฝีเย็บ	fǐi-yép
ฝีตีน	fǐi-tiin
ฝีเท้า	fǐi-tháaw
ฝีพาย	fǐi-phaay
ฝีปาก	fǐi-pàak
ฝีในท้อง	fǐi-nay-thɔ́ɔng
ฝีมือดี	fǐi-mʉʉ-dii
ฝีไม้ลายมือ	fǐi-máy-laay-mʉʉ
ฝีมะม่วง	fǐi-má-mûang
ฝีมือ	fǐi-mʉʉ
ฝีกาฬ	fǐi-kaan
ฟีฟ่า	fii-fâa
ฝีดาษ	fǐi-dàat
ฝีจักร	fǐi-càk
ฝี	fǐi
ฟี่	fîi
ฟี้	fíi
เฟี้ยว	fíaw
เฟี้ยม	fíam
แฟ้บ	fɛ́p
แฟกซ์	fɛ̂k
เฟอะฟะ	fə́-fá
เฟะฟะ	fé-fá
แฝดสอง	fɛ̀ɛt-sɔ̌ɔng
แฝดสี่	fɛ̀ɛt-sìi
แฝดสาม	fɛ̀ɛt-sǎam
แฝดน้ำ	fɛ̀ɛt-nám
แฝดเลือด	fɛ̀ɛt-lʉ̂at
แฝด	fɛ̀ɛt
แฟบ	fɛ̂ɛp
แฟนซี	fɛɛn-sii
เฟลด์สปาร์	feen-sa-paa
เฟอร์นิเจอร์	fəə-ní-cəə
เฟ้นหา	féen-hǎa
แฝงตัว	fɛ̌ɛng-tua
แฝงเร้น	fɛ̌ɛng-réen
แฝง	fɛ̌ɛng
แฟง	fɛɛng
แฟน	fɛɛn
เฟิน	fəən
เฟิร์น	fəən
เฟ้น	féen
แฟ้มแขวน	fɛ́ɛm-khwɛ̌ɛn
แฟ้มข้อมูล	fɛ́ɛm-khɔ̂ɔ-muun
เฟอร์เมียม	fəə-mîam
แฟ้มเอกสาร	fɛ́ɛm-èek-sǎan
แฟ้ม	fɛ́ɛm
แฝกหอม	fɛ̀ɛk-hɔ̌ɔm
เฟ้อ	fə́ə
เฟอะ	fə́
เฟะ	fé
ไฟถนน	fay-tha-nǒn
ไฟท้าย	fay-tháay
ไฟธาตุ	fay-thâat
ใฝ่ต่ำ	fày-tàm
ไฟต่ำ	fay-tàm
ใฝ่สูง	fày-sǔung
ไฟสูง	fay-sǔung
ไฟแสงจันทร์	fay-sɛ̌ɛng-can
ไฟสัญญาณจราจร	fay-sǎn-yaan-ca-raa-cɔɔn
ไฟสำรอง	fay-sǎm-rɔɔng
ไฟแรง	fay-rɛɛng
ไฟป่า	fay-pàa
ไฟแนนซ์	fay-nɛ́ɛn
ไฟหน้า	fay-nâa
ไฟไหม้	fay-mây
ไฟเลี้ยว	fay-líaw
ไฟลามทุ่ง	fay-laam-thûng
ไฟเขียว	fay-khǐaw
ไฟกัลป์	fay-kan
ใฝ่หา	fày-hǎa
ใฝ่ฝันถึง	fày-fǎn-thʉ̌ng
ใฝ่ฝัน	fày-fǎn
ไฟฟ้าสถิต	fay-fáa-sa-thìt
ไฟฟ้าแรงสูง	fay-fáa-rɛɛng-sǔung
ไฟฟ้ากระแสตรง	fay-fáa-krà-sɛ̌ɛ-trong
ไฟฟ้ากระแสสลับ	fay-fáa-krà-sɛ̌ɛ-sà-làp
ไฟฟ้ากระแส	fay-fáa-krà-sɛ̌ɛ
ไฟฟ้า	fay-fáa
ใฝ่ดี	fày-dii
ไฟแดง	fay-dɛɛng
ไฟแช็ก	fay-chɛ́k
ไฟฉาย	fay-chǎay
ใฝ่ใจ	fày-cay
ไฟจราจร	fay-ca-raa-cɔɔn
ไฟเบรก	fay-bk
ไฟเบอร์	fay-bə̂ə
ไฝ	fǎy
ใฝ่	fày
เฟื้อย	fʉ́ay
เฟือย	fʉay
ไฟ	fay
เฝ้ายาม	fâw-yaam
เฝ้าทูลละอองธุลีพระบาท	fâw-thuun-lá-ɔɔng-thú-lii-phrá-bàat
เฝ้าถาม	fâw-thǎam
เฝ้ารอ	fâw-rɔɔ
เฝ้ามอง	fâw-mɔɔng
เฝ้าคอย	fâw-khɔɔy
เฝ้าไข้	fâw-khây
เฝ้าแหน	fâw-hɛ̌ɛn
เฝ้าดูแล	fâw-duu-lɛɛ
เฝ้าดู	fâw-duu
